xflr5 v6.47

Validation Plane
T1-50.0 m/s-VLM2-Inviscid
QInf  =   50.000000 m/s
Alpha =    5.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.689393
Cy    =   -0.000000
Cd    =    0.016145     ICd   =    0.016145     PCd   =    0.000000
    4.8789     1.1843    -2.049    0.653646    0.000000    0.023391   -0.254291   -0.090851     0.0000    0.0000    0.3868   492.3673
    5.1499     1.1784    -2.334    0.614312    0.000000    0.025035   -0.243474   -0.089864     0.0000    0.0000    0.3941   257.0973
    5.3857     1.1733    -2.659    0.564175    0.000000    0.026204   -0.228163   -0.087083     0.0000    0.0000    0.4021   118.9813
    5.5848     1.1690    -3.021    0.501942    0.000000    0.026494   -0.207379   -0.081858     0.0000    0.0000    0.4108   46.5246
    5.7457     1.1655    -3.408    0.426821    0.000000    0.025415   -0.180202   -0.073463     0.0000    0.0000    0.4197   14.1181
    5.8673     1.1629    -3.797    0.339035    0.000000    0.022501   -0.146082   -0.061292     0.0000    0.0000    0.4283    2.7812
    5.9488     1.1611    -4.156    0.240700    0.000000    0.017491   -0.105434   -0.045230     0.0000    0.0000    0.4354    0.2110
    5.9898     1.1602    -4.392    0.141042    0.000000    0.010830   -0.062327   -0.027009     0.0000    0.0000    0.4388    0.0000


Main Wing Cp Coefficients
 Panel     CtrlPt.x        CtrlPt.y        CtrlPt.z       Nx      Ny       Nz        Area       Cp
Main WingCp Coefficients
Strip 1
   0       1.156e+00      -5.990e+00       5.560e-04           0.130          -0.003           0.992       3.484e-04          0.0544
   1       1.131e+00      -5.990e+00       3.766e-03           0.124          -0.002           0.992       1.024e-03          0.0757
   2       1.074e+00      -5.990e+00       1.066e-02           0.112          -0.001           0.994       1.638e-03          0.0948
   3       9.882e-01      -5.990e+00       1.987e-02           0.095          -0.000           0.995       2.155e-03          0.1116
   4       8.787e-01      -5.990e+00       2.963e-02           0.073           0.000           0.997       2.544e-03          0.1250
   5       7.519e-01      -5.990e+00       3.810e-02           0.049           0.001           0.999       2.786e-03          0.1380
   6       6.151e-01      -5.990e+00       4.383e-02           0.022           0.001           1.000       2.867e-03          0.1598
   7       4.763e-01      -5.990e+00       4.579e-02          -0.011           0.001           1.000       2.783e-03          0.1939
   8       3.435e-01      -5.990e+00       4.260e-02          -0.065           0.002           0.998       2.543e-03          0.1915
   9       2.244e-01      -5.990e+00       3.353e-02          -0.114           0.001           0.993       2.159e-03          0.1690
  10       1.261e-01      -5.990e+00       2.148e-02          -0.152           0.000           0.988       1.647e-03          0.1321
  11       5.407e-02      -5.990e+00       1.008e-02          -0.179          -0.000           0.984       1.033e-03          0.0174
  12       1.267e-02      -5.990e+00       2.799e-03          -0.125          -0.000           0.992       3.482e-04          0.2375
Strip 2
  13       1.157e+00      -5.949e+00       5.539e-04           0.129          -0.003           0.992       1.044e-03          0.0794
  14       1.132e+00      -5.949e+00       3.753e-03           0.124          -0.002           0.992       3.068e-03          0.1229
  15       1.075e+00      -5.949e+00       1.063e-02           0.112          -0.001           0.994       4.907e-03          0.1587
  16       9.889e-01      -5.949e+00       1.982e-02           0.095          -0.000           0.995       6.455e-03          0.1889
  17       8.794e-01      -5.949e+00       2.958e-02           0.073           0.000           0.997       7.622e-03          0.2131
  18       7.525e-01      -5.949e+00       3.804e-02           0.049           0.001           0.999       8.345e-03          0.2362
  19       6.156e-01      -5.949e+00       4.378e-02           0.022           0.001           1.000       8.587e-03          0.2731
  20       4.766e-01      -5.949e+00       4.573e-02          -0.011           0.001           1.000       8.336e-03          0.3280
  21       3.437e-01      -5.949e+00       4.255e-02          -0.065           0.002           0.998       7.617e-03          0.3234
  22       2.246e-01      -5.949e+00       3.350e-02          -0.114           0.001           0.994       6.468e-03          0.2854
  23       1.261e-01      -5.949e+00       2.148e-02          -0.151           0.000           0.988       4.933e-03          0.2223
  24       5.411e-02      -5.949e+00       1.010e-02          -0.178          -0.000           0.984       3.094e-03          0.0764
  25       1.267e-02      -5.949e+00       2.818e-03          -0.126          -0.000           0.992       1.043e-03          0.3780
Strip 3
  26       1.159e+00      -5.867e+00       5.498e-04           0.128          -0.003           0.992       1.734e-03          0.0973
  27       1.134e+00      -5.867e+00       3.727e-03           0.123          -0.002           0.992       5.097e-03          0.1587
  28       1.076e+00      -5.867e+00       1.056e-02           0.111          -0.001           0.994       8.153e-03          0.2139
  29       9.904e-01      -5.867e+00       1.972e-02           0.094          -0.000           0.996       1.072e-02          0.2607
  30       8.807e-01      -5.867e+00       2.946e-02           0.073           0.000           0.997       1.266e-02          0.2985
  31       7.536e-01      -5.867e+00       3.793e-02           0.049           0.001           0.999       1.387e-02          0.3342
  32       6.165e-01      -5.867e+00       4.368e-02           0.022           0.001           1.000       1.427e-02          0.3849
  33       4.773e-01      -5.867e+00       4.563e-02          -0.012           0.001           1.000       1.385e-02          0.4526
  34       3.442e-01      -5.867e+00       4.244e-02          -0.065           0.002           0.998       1.266e-02          0.4463
  35       2.249e-01      -5.867e+00       3.344e-02          -0.113           0.001           0.994       1.075e-02          0.3959
  36       1.263e-01      -5.867e+00       2.147e-02          -0.151           0.000           0.989       8.196e-03          0.3187
  37       5.419e-02      -5.867e+00       1.013e-02          -0.178          -0.000           0.984       5.140e-03          0.1848
  38       1.269e-02      -5.867e+00       2.856e-03          -0.127          -0.000           0.992       1.733e-03          0.5924
Strip 4
  39       1.161e+00      -5.746e+00       5.436e-04           0.127          -0.003           0.992       2.416e-03          0.1106
  40       1.136e+00      -5.746e+00       3.688e-03           0.121          -0.002           0.993       7.102e-03          0.1847
  41       1.079e+00      -5.746e+00       1.047e-02           0.110          -0.001           0.994       1.136e-02          0.2558
  42       9.927e-01      -5.746e+00       1.957e-02           0.094          -0.000           0.996       1.495e-02          0.3187
  43       8.827e-01      -5.746e+00       2.929e-02           0.073           0.000           0.997       1.765e-02          0.3714
  44       7.553e-01      -5.746e+00       3.777e-02           0.049           0.001           0.999       1.932e-02          0.4203
  45       6.179e-01      -5.746e+00       4.353e-02           0.022           0.001           1.000       1.988e-02          0.4815
  46       4.784e-01      -5.746e+00       4.547e-02          -0.012           0.001           1.000       1.930e-02          0.5551
  47       3.450e-01      -5.746e+00       4.229e-02          -0.064           0.002           0.998       1.764e-02          0.5485
  48       2.254e-01      -5.746e+00       3.334e-02          -0.112           0.001           0.994       1.497e-02          0.4943
  49       1.266e-01      -5.746e+00       2.145e-02          -0.149           0.000           0.989       1.142e-02          0.4204
  50       5.430e-02      -5.746e+00       1.018e-02          -0.177          -0.000           0.984       7.162e-03          0.3215
  51       1.271e-02      -5.746e+00       2.913e-03          -0.129          -0.000           0.992       2.416e-03          0.8733
Strip 5
  52       1.165e+00      -5.585e+00       5.355e-04           0.124          -0.003           0.992       3.086e-03          0.1200
  53       1.140e+00      -5.585e+00       3.636e-03           0.119          -0.002           0.993       9.072e-03          0.2032
  54       1.082e+00      -5.585e+00       1.034e-02           0.109          -0.001           0.994       1.452e-02          0.2865
  55       9.956e-01      -5.585e+00       1.938e-02           0.093          -0.000           0.996       1.910e-02          0.3629
  56       8.853e-01      -5.585e+00       2.906e-02           0.073           0.000           0.997       2.255e-02          0.4292
  57       7.576e-01      -5.585e+00       3.755e-02           0.049           0.001           0.999       2.469e-02          0.4903
  58       6.197e-01      -5.585e+00       4.334e-02           0.022           0.001           1.000       2.541e-02          0.5593
  59       4.798e-01      -5.585e+00       4.526e-02          -0.012           0.001           1.000       2.466e-02          0.6359
  60       3.460e-01      -5.585e+00       4.208e-02          -0.063           0.002           0.998       2.254e-02          0.6318
  61       2.261e-01      -5.585e+00       3.321e-02          -0.110           0.001           0.994       1.913e-02          0.5822
  62       1.270e-01      -5.585e+00       2.143e-02          -0.148           0.000           0.989       1.459e-02          0.5228
  63       5.445e-02      -5.585e+00       1.024e-02          -0.176          -0.000           0.984       9.149e-03          0.4709
  64       1.273e-02      -5.585e+00       2.989e-03          -0.132          -0.000           0.991       3.089e-03          1.1847
Strip 6
  65       1.169e+00      -5.386e+00       5.254e-04           0.122          -0.003           0.993       3.741e-03          0.1260
  66       1.144e+00      -5.386e+00       3.572e-03           0.117          -0.002           0.993       1.100e-02          0.2156
  67       1.086e+00      -5.386e+00       1.018e-02           0.107          -0.001           0.994       1.760e-02          0.3079
  68       9.993e-01      -5.386e+00       1.913e-02           0.092          -0.000           0.996       2.316e-02          0.3949
  69       8.886e-01      -5.386e+00       2.877e-02           0.073           0.000           0.997       2.735e-02          0.4725
  70       7.603e-01      -5.386e+00       3.728e-02           0.049           0.001           0.999       2.994e-02          0.5441
  71       6.220e-01      -5.386e+00       4.309e-02           0.022           0.001           1.000       3.081e-02          0.6192
  72       4.816e-01      -5.386e+00       4.501e-02          -0.012           0.001           1.000       2.991e-02          0.6982
  73       3.473e-01      -5.386e+00       4.183e-02          -0.062           0.002           0.998       2.733e-02          0.6993
  74       2.269e-01      -5.386e+00       3.305e-02          -0.109           0.001           0.994       2.319e-02          0.6593
  75       1.274e-01      -5.386e+00       2.141e-02          -0.146           0.000           0.989       1.769e-02          0.6200
  76       5.464e-02      -5.386e+00       1.031e-02          -0.174          -0.000           0.985       1.109e-02          0.6199
  77       1.276e-02      -5.386e+00       3.083e-03          -0.135          -0.000           0.991       3.747e-03          1.4945
Strip 7
  78       1.174e+00      -5.150e+00       5.135e-04           0.118          -0.002           0.993       4.377e-03          0.1289
  79       1.149e+00      -5.150e+00       3.496e-03           0.114          -0.002           0.993       1.287e-02          0.2226
  80       1.091e+00      -5.150e+00       9.988e-03           0.105          -0.001           0.994       2.060e-02          0.3215
  81       1.004e+00      -5.150e+00       1.884e-02           0.091          -0.000           0.996       2.710e-02          0.4166
  82       8.925e-01      -5.150e+00       2.844e-02           0.072           0.000           0.997       3.201e-02          0.5035
  83       7.637e-01      -5.150e+00       3.696e-02           0.049           0.001           0.999       3.505e-02          0.5840
  84       6.247e-01      -5.150e+00       4.280e-02           0.022           0.001           1.000       3.607e-02          0.6642
  85       4.837e-01      -5.150e+00       4.470e-02          -0.012           0.001           1.000       3.501e-02          0.7453
  86       3.488e-01      -5.150e+00       4.153e-02          -0.061           0.002           0.998       3.199e-02          0.7531
  87       2.279e-01      -5.150e+00       3.286e-02          -0.107           0.001           0.994       2.714e-02          0.7254
  88       1.280e-01      -5.150e+00       2.138e-02          -0.143           0.000           0.990       2.070e-02          0.7082
  89       5.486e-02      -5.150e+00       1.040e-02          -0.172          -0.000           0.985       1.298e-02          0.7599
  90       1.280e-02      -5.150e+00       3.193e-03          -0.139          -0.000           0.990       4.389e-03          1.7810
Strip 8
  91       1.180e+00      -4.879e+00       4.997e-04           0.115          -0.002           0.993       4.991e-03          0.1292
  92       1.154e+00      -4.879e+00       3.409e-03           0.111          -0.002           0.994       1.468e-02          0.2251
  93       1.096e+00      -4.879e+00       9.770e-03           0.103          -0.001           0.995       2.349e-02          0.3286
  94       1.009e+00      -4.879e+00       1.851e-02           0.090          -0.000           0.996       3.092e-02          0.4300
  95       8.969e-01      -4.879e+00       2.805e-02           0.072           0.000           0.997       3.652e-02          0.5246
  96       7.675e-01      -4.879e+00       3.659e-02           0.049           0.001           0.999       3.999e-02          0.6129
  97       6.278e-01      -4.879e+00       4.247e-02           0.022           0.001           1.000       4.115e-02          0.6971
  98       4.861e-01      -4.879e+00       4.436e-02          -0.012           0.001           1.000       3.994e-02          0.7799
  99       3.505e-01      -4.879e+00       4.118e-02          -0.060           0.002           0.998       3.649e-02          0.7950
 100       2.290e-01      -4.879e+00       3.265e-02          -0.105           0.001           0.995       3.096e-02          0.7805
 101       1.286e-01      -4.879e+00       2.134e-02          -0.141           0.000           0.990       2.360e-02          0.7856
 102       5.512e-02      -4.879e+00       1.050e-02          -0.170          -0.000           0.985       1.480e-02          0.8862
 103       1.285e-02      -4.879e+00       3.321e-03          -0.144          -0.000           0.990       5.010e-03          2.0322
Strip 9
 104       1.187e+00      -4.575e+00       4.843e-04           0.111          -0.002           0.994       5.580e-03          0.1273
 105       1.161e+00      -4.575e+00       3.312e-03           0.108          -0.002           0.994       1.641e-02          0.2239
 106       1.102e+00      -4.575e+00       9.526e-03           0.101          -0.001           0.995       2.627e-02          0.3306
 107       1.014e+00      -4.575e+00       1.813e-02           0.089          -0.000           0.996       3.458e-02          0.4368
 108       9.019e-01      -4.575e+00       2.762e-02           0.072           0.000           0.997       4.084e-02          0.5380
 109       7.717e-01      -4.575e+00       3.618e-02           0.049           0.001           0.999       4.473e-02          0.6332
 110       6.313e-01      -4.575e+00       4.210e-02           0.021           0.001           1.000       4.602e-02          0.7207
 111       4.888e-01      -4.575e+00       4.396e-02          -0.012           0.001           1.000       4.468e-02          0.8043
 112       3.525e-01      -4.575e+00       4.080e-02          -0.059           0.002           0.998       4.081e-02          0.8266
 113       2.303e-01      -4.575e+00       3.241e-02          -0.102           0.001           0.995       3.462e-02          0.8254
 114       1.293e-01      -4.575e+00       2.130e-02          -0.138           0.000           0.990       2.639e-02          0.8517
 115       5.540e-02      -4.575e+00       1.061e-02          -0.168          -0.000           0.986       1.655e-02          0.9973
 116       1.290e-02      -4.575e+00       3.464e-03          -0.149          -0.000           0.989       5.608e-03          2.2437
Strip 10
 117       1.194e+00      -4.239e+00       4.674e-04           0.106          -0.002           0.994       6.140e-03          0.1236
 118       1.168e+00      -4.239e+00       3.204e-03           0.104          -0.002           0.995       1.806e-02          0.2197
 119       1.109e+00      -4.239e+00       9.257e-03           0.098          -0.001           0.995       2.891e-02          0.3284
 120       1.020e+00      -4.239e+00       1.772e-02           0.088          -0.000           0.996       3.806e-02          0.4385
 121       9.074e-01      -4.239e+00       2.714e-02           0.071           0.000           0.997       4.496e-02          0.5454
 122       7.764e-01      -4.239e+00       3.573e-02           0.049           0.001           0.999       4.923e-02          0.6470
 123       6.351e-01      -4.239e+00       4.169e-02           0.021           0.001           1.000       5.066e-02          0.7368
 124       4.917e-01      -4.239e+00       4.353e-02          -0.013           0.001           1.000       4.918e-02          0.8204
 125       3.546e-01      -4.239e+00       4.037e-02          -0.058           0.002           0.998       4.492e-02          0.8495
 126       2.317e-01      -4.239e+00       3.214e-02          -0.099           0.001           0.995       3.810e-02          0.8610
 127       1.301e-01      -4.239e+00       2.126e-02          -0.135           0.000           0.991       2.904e-02          0.9074
 128       5.572e-02      -4.239e+00       1.074e-02          -0.165          -0.000           0.986       1.821e-02          1.0934
 129       1.295e-02      -4.239e+00       3.622e-03          -0.154          -0.000           0.988       6.179e-03          2.4159
Strip 11
 130       1.202e+00      -3.874e+00       4.489e-04           0.101          -0.002           0.995       6.666e-03          0.1183
 131       1.176e+00      -3.874e+00       3.087e-03           0.100          -0.002           0.995       1.961e-02          0.2131
 132       1.116e+00      -3.874e+00       8.965e-03           0.096          -0.001           0.995       3.140e-02          0.3229
 133       1.027e+00      -3.874e+00       1.727e-02           0.086          -0.000           0.996       4.133e-02          0.4361
 134       9.134e-01      -3.874e+00       2.662e-02           0.071           0.000           0.997       4.884e-02          0.5482
 135       7.815e-01      -3.874e+00       3.523e-02           0.050           0.001           0.999       5.348e-02          0.6555
 136       6.393e-01      -3.874e+00       4.124e-02           0.021           0.001           1.000       5.503e-02          0.7470
 137       4.950e-01      -3.874e+00       4.306e-02          -0.013           0.001           1.000       5.342e-02          0.8296
 138       3.569e-01      -3.874e+00       3.990e-02          -0.056           0.001           0.998       4.879e-02          0.8650
 139       2.332e-01      -3.874e+00       3.185e-02          -0.096           0.001           0.995       4.137e-02          0.8888
 140       1.309e-01      -3.874e+00       2.121e-02          -0.131           0.000           0.991       3.153e-02          0.9537
 141       5.606e-02      -3.874e+00       1.088e-02          -0.163          -0.000           0.987       1.977e-02          1.1758
 142       1.301e-02      -3.874e+00       3.793e-03          -0.160          -0.000           0.987       6.718e-03          2.5519
Strip 12
 143       1.210e+00      -3.483e+00       4.291e-04           0.096          -0.002           0.995       7.156e-03          0.1119
 144       1.184e+00      -3.483e+00       2.962e-03           0.096          -0.002           0.995       2.105e-02          0.2045
 145       1.124e+00      -3.483e+00       8.651e-03           0.093          -0.001           0.996       3.371e-02          0.3148
 146       1.034e+00      -3.483e+00       1.679e-02           0.085          -0.000           0.996       4.439e-02          0.4306
 147       9.198e-01      -3.483e+00       2.606e-02           0.071           0.000           0.998       5.245e-02          0.5473
 148       7.870e-01      -3.483e+00       3.470e-02           0.050           0.001           0.999       5.744e-02          0.6600
 149       6.438e-01      -3.483e+00       4.076e-02           0.021           0.001           1.000       5.910e-02          0.7525
 150       4.984e-01      -3.483e+00       4.256e-02          -0.013           0.001           1.000       5.738e-02          0.8334
 151       3.594e-01      -3.483e+00       3.940e-02          -0.054           0.001           0.999       5.240e-02          0.8745
 152       2.348e-01      -3.483e+00       3.154e-02          -0.093           0.001           0.996       4.442e-02          0.9098
 153       1.318e-01      -3.483e+00       2.116e-02          -0.128           0.000           0.992       3.385e-02          0.9919
 154       5.642e-02      -3.483e+00       1.102e-02          -0.160          -0.000           0.987       2.123e-02          1.2462
 155       1.307e-02      -3.483e+00       3.977e-03          -0.166          -0.000           0.986       7.223e-03          2.6561
Strip 13
 156       1.219e+00      -3.069e+00       4.081e-04           0.091          -0.002           0.996       7.606e-03          0.1045
 157       1.193e+00      -3.069e+00       2.829e-03           0.091          -0.001           0.996       2.238e-02          0.1944
 158       1.132e+00      -3.069e+00       8.319e-03           0.090          -0.001           0.996       3.584e-02          0.3046
 159       1.042e+00      -3.069e+00       1.628e-02           0.083          -0.000           0.997       4.720e-02          0.4225
 160       9.266e-01      -3.069e+00       2.547e-02           0.070           0.000           0.998       5.578e-02          0.5436
 161       7.928e-01      -3.069e+00       3.414e-02           0.050           0.001           0.999       6.109e-02          0.6613
 162       6.485e-01      -3.069e+00       4.025e-02           0.020           0.001           1.000       6.285e-02          0.7543
 163       5.021e-01      -3.069e+00       4.202e-02          -0.013           0.001           1.000       6.102e-02          0.8327
 164       3.620e-01      -3.069e+00       3.888e-02          -0.053           0.001           0.999       5.572e-02          0.8790
 165       2.365e-01      -3.069e+00       3.121e-02          -0.090           0.001           0.996       4.723e-02          0.9253
 166       1.327e-01      -3.069e+00       2.111e-02          -0.124           0.000           0.992       3.597e-02          1.0233
 167       5.681e-02      -3.069e+00       1.118e-02          -0.157          -0.000           0.988       2.256e-02          1.3064
 168       1.314e-02      -3.069e+00       4.172e-03          -0.173          -0.000           0.985       7.690e-03          2.7328
Strip 14
 169       1.228e+00      -2.633e+00       3.861e-04           0.086          -0.002           0.996       8.012e-03          0.0963
 170       1.202e+00      -2.633e+00       2.689e-03           0.087          -0.001           0.996       2.357e-02          0.1830
 171       1.141e+00      -2.633e+00       7.969e-03           0.087          -0.001           0.996       3.776e-02          0.2927
 172       1.050e+00      -2.633e+00       1.574e-02           0.081          -0.000           0.997       4.973e-02          0.4124
 173       9.337e-01      -2.633e+00       2.484e-02           0.070           0.000           0.998       5.878e-02          0.5376
 174       7.989e-01      -2.633e+00       3.355e-02           0.050           0.001           0.999       6.438e-02          0.6601
 175       6.535e-01      -2.633e+00       3.972e-02           0.020           0.001           1.000       6.624e-02          0.7532
 176       5.060e-01      -2.633e+00       4.146e-02          -0.014           0.001           1.000       6.430e-02          0.8285
 177       3.648e-01      -2.633e+00       3.832e-02          -0.051           0.001           0.999       5.871e-02          0.8795
 178       2.383e-01      -2.633e+00       3.086e-02          -0.087           0.001           0.996       4.976e-02          0.9362
 179       1.337e-01      -2.633e+00       2.105e-02          -0.120           0.000           0.993       3.789e-02          1.0490
 180       5.722e-02      -2.633e+00       1.134e-02          -0.154          -0.000           0.988       2.377e-02          1.3579
 181       1.321e-02      -2.633e+00       4.376e-03          -0.179          -0.000           0.984       8.114e-03          2.7863
Strip 15
 182       1.238e+00      -2.179e+00       3.631e-04           0.080          -0.002           0.997       8.370e-03          0.0875
 183       1.211e+00      -2.179e+00       2.543e-03           0.082          -0.001           0.997       2.463e-02          0.1706
 184       1.150e+00      -2.179e+00       7.605e-03           0.083          -0.001           0.997       3.946e-02          0.2796
 185       1.058e+00      -2.179e+00       1.518e-02           0.080          -0.000           0.997       5.198e-02          0.4008
 186       9.412e-01      -2.179e+00       2.420e-02           0.069           0.000           0.998       6.144e-02          0.5299
 187       8.053e-01      -2.179e+00       3.293e-02           0.050           0.001           0.999       6.729e-02          0.6570
 188       6.587e-01      -2.179e+00       3.916e-02           0.020           0.001           1.000       6.923e-02          0.7497
 189       5.100e-01      -2.179e+00       4.088e-02          -0.014           0.001           1.000       6.721e-02          0.8215
 190       3.677e-01      -2.179e+00       3.774e-02          -0.049           0.001           0.999       6.136e-02          0.8768
 191       2.402e-01      -2.179e+00       3.050e-02          -0.083           0.001           0.997       5.199e-02          0.9433
 192       1.348e-01      -2.179e+00       2.099e-02          -0.116           0.000           0.993       3.959e-02          1.0699
 193       5.765e-02      -2.179e+00       1.151e-02          -0.151          -0.000           0.989       2.483e-02          1.4021
 194       1.328e-02      -2.179e+00       4.590e-03          -0.186          -0.000           0.983       8.492e-03          2.8205
Strip 16
 195       1.248e+00      -1.711e+00       3.394e-04           0.074          -0.001           0.997       8.678e-03          0.0782
 196       1.221e+00      -1.711e+00       2.393e-03           0.077          -0.001           0.997       2.554e-02          0.1575
 197       1.160e+00      -1.711e+00       7.230e-03           0.080          -0.001           0.997       4.092e-02          0.2655
 198       1.067e+00      -1.711e+00       1.460e-02           0.078          -0.000           0.997       5.390e-02          0.3881
 199       9.488e-01      -1.711e+00       2.353e-02           0.069           0.000           0.998       6.372e-02          0.5208
 200       8.119e-01      -1.711e+00       3.230e-02           0.050           0.001           0.999       6.980e-02          0.6523
 201       6.641e-01      -1.711e+00       3.859e-02           0.019           0.001           1.000       7.181e-02          0.7444
 202       5.141e-01      -1.711e+00       4.027e-02          -0.014           0.001           1.000       6.972e-02          0.8122
 203       3.707e-01      -1.711e+00       3.715e-02          -0.047           0.001           0.999       6.364e-02          0.8715
 204       2.421e-01      -1.711e+00       3.013e-02          -0.080           0.001           0.997       5.391e-02          0.9474
 205       1.358e-01      -1.711e+00       2.093e-02          -0.112           0.000           0.994       4.104e-02          1.0869
 206       5.809e-02      -1.711e+00       1.169e-02          -0.147          -0.000           0.989       2.574e-02          1.4403
 207       1.336e-02      -1.711e+00       4.810e-03          -0.193          -0.000           0.981       8.820e-03          2.8388
Strip 17
 208       1.259e+00      -1.230e+00       3.151e-04           0.068          -0.001           0.998       8.932e-03          0.0687
 209       1.231e+00      -1.230e+00       2.239e-03           0.072          -0.001           0.997       2.628e-02          0.1439
 210       1.169e+00      -1.230e+00       6.844e-03           0.077          -0.001           0.997       4.212e-02          0.2508
 211       1.076e+00      -1.230e+00       1.401e-02           0.076          -0.000           0.997       5.550e-02          0.3745
 212       9.567e-01      -1.230e+00       2.284e-02           0.068           0.000           0.998       6.561e-02          0.5108
 213       8.186e-01      -1.230e+00       3.165e-02           0.051           0.001           0.999       7.187e-02          0.6465
 214       6.696e-01      -1.230e+00       3.800e-02           0.019           0.001           1.000       7.394e-02          0.7378
 215       5.184e-01      -1.230e+00       3.966e-02          -0.014           0.001           1.000       7.179e-02          0.8013
 216       3.737e-01      -1.230e+00       3.653e-02          -0.046           0.001           0.999       6.553e-02          0.8642
 217       2.441e-01      -1.230e+00       2.975e-02          -0.076           0.001           0.997       5.550e-02          0.9490
